Sno,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,
10463,3452145,No,30,45,E1,48.65,20.27,-19.09,No,No,Female,Agency,2,Chennai,34,4,
10464,3452158,No,2,90,E1,60,33.33,-16.67,No,No,Male,Agency,3,Chennai,34,4,
10465,3452239,Yes,35,30,E2,27.91,25.58,-1.82,Yes,No,Male,Agency,7,Bangalore,34,7,
10466,3452246,Yes,4,0,E1,33.33,17.33,-12,No,No,Male,Agency,6,Bangalore,34,7,
10467,3452249,Yes,30,30,E1,40.63,50,6.67,No,Yes,Female,Agency,3,Chennai,34,1,
10468,3452289,Yes,6,0,E2,38.46,7.69,-22.22,Yes,Yes,Male,Agency,6,Chennai,34,1,
10469,3452319,Yes,10,45,E1,47.37,47.37,0,No,Yes,Male,Agency,4,Chennai,34,1,
10470,3452362,No,24,60,E2,50,50,0,No,No,Male,Agency,9,Pune,34,1,
10471,3452384,Yes,27,30,E1,23.81,23.81,0,No,No,Male,Direct,4,Bangalore,34,4,
10472,3452388,Yes,32,30,E1,18.42,18.42,0,No,No,Male,Direct,3,Bangalore,34,4,
10473,3452390,No,4,30,E1,25,25,0,No,No,Male,Direct,3,Bangalore,34,4,
10474,3452391,No,7,30,E1,28.57,28.57,0,No,No,Male,Direct,3,Bangalore,34,4,
10476,3452547,Yes,24,45,E1,50,10,-26.67,No,No,Male,Direct,5,Chennai,34,8,
10477,3452556,No,7,30,E1,25,25,0,No,No,Male,Agency,3,Bangalore,34,4,
10478,3452597,Yes,55,30,E3,22.22,253.78,189.45,No,No,Male,Direct,8,Noida,34,2,
10479,3452604,Yes,39,30,E1,18.18,18.18,0,No,No,Male,Agency,3,Bangalore,34,4,
10482,3452659,No,3,60,E2,47.89,38.03,-6.67,No,No,Male,Direct,8,Chennai,34,1,
10483,3452678,Yes,27,0,E2,25,18.75,-5,No,No,Male,Agency,6,Bangalore,34,4,
10485,3452704,No,1,0,E1,14.13,22.28,7.14,No,No,Male,Employee Referral,1,Bangalore,34,1,
10486,3452819,Yes,15,60,E2,49.14,43.62,-3.7,Yes,No,Male,Agency,9,Bangalore,34,7,
10488,3452946,No,61,60,E1,23.29,9.59,-11.11,Yes,Yes,Male,Direct,4,Noida,34,7,
10489,3452995,Yes,28,30,E2,23.08,23.08,0,No,Yes,Female,Direct,6,Noida,34,7,
10490,3453011,No,44,90,E2,49.43,26.44,-15.38,Yes,Yes,Male,Employee Referral,7,Bangalore,34,1,
10491,3453035,Yes,43,30,E1,30,35,3.85,No,No,Male,Direct,4,Noida,34,7,
10492,3453090,No,4,30,E1,60,60,0,No,No,Male,Agency,3,Noida,34,5,
10494,3453217,Yes,29,30,E2,45.27,44.93,-0.24,No,No,Male,Employee Referral,4,Noida,34,2,
10495,3453225,No,40,60,E2,46.34,36.59,-6.67,No,No,Male,Direct,8,Bangalore,34,7,
10496,3453267,Yes,17,30,E2,15.79,21.05,4.55,No,Yes,Male,Direct,12,Bangalore,34,7,
10497,3453336,No,3,0,E1,20.37,20.37,0,No,No,Male,Direct,4,Bangalore,34,7,
10498,3453340,Yes,67,45,E1,97.18,97.18,0,No,Yes,Male,Employee Referral,3,Bangalore,34,6,
10499,3453376,No,37,30,E1,32.35,47.06,11.11,No,No,Male,Direct,3,Bangalore,34,4,
10500,3453393,No,34,30,E1,5.77,5.77,0,No,No,Male,Direct,3,Bangalore,34,4,
10501,3453439,Yes,11,30,E1,66.67,42.86,-14.29,No,Yes,Male,Direct,4,Chennai,34,8,
10503,3453455,No,6,30,E1,75.1,94.55,11.11,No,No,Female,Agency,3,Noida,34,1,
10504,3453458,Yes,48,60,E1,66.67,44.44,-13.33,No,No,Female,Employee Referral,3,Bangalore,34,4,
10515,3457074,No,1,0,E2,36.99,30.14,-5,Yes,No,Male,Agency,7,Bangalore,34,7,
10517,3457162,No,0,60,E1,66.05,47.6,-11.11,Yes,Yes,Male,Direct,4,Noida,34,7,
10518,3457289,Yes,12,0,E1,28.57,-14.29,-33.33,No,No,Male,Employee Referral,6,Noida,34,1,
10519,3457305,No,27,30,E1,69.27,30.21,-23.08,No,Yes,Male,Direct,4,Bangalore,34,7,
10521,3457471,No,20,30,E1,15.79,15.79,0,No,No,Male,Agency,3,Chennai,34,4,
10523,3457581,No,1,0,E1,13.79,-5.17,-16.67,No,Yes,Female,Direct,2,Noida,34,2,
10524,3457591,No,38,45,E1,33.59,33.59,0,No,No,Male,Agency,3,Bangalore,34,4,
10525,3457642,Yes,36,30,E2,14.75,14.75,0,No,No,Male,Agency,7,Bangalore,34,4,
10526,3457652,No,4,30,E3,27.45,23.04,-3.46,No,No,Male,Direct,6,Noida,34,2,
10528,3457678,Yes,14,30,E1,48,48,0,No,No,Male,Direct,2,Chennai,34,1,
10529,3457780,No,5,30,E1,31.25,31.25,0,No,No,Male,Direct,3,Bangalore,34,4,
10531,3457842,Yes,16,30,E1,50,50,0,No,No,Female,Direct,3,Bangalore,34,4,
10533,3457891,No,5,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,6,Mumbai,34,2,
10534,3457939,No,1,0,E1,50,8,-28,No,No,Male,Agency,2,Noida,34,2,
10539,3458007,No,60,60,E1,26.87,26.87,0,No,No,Male,Direct,5,Chennai,34,1,
10540,3458013,No,32,30,E2,20.69,20.69,0,No,No,Female,Employee Referral,8,Noida,34,5,
10543,3458098,Yes,16,60,E2,45.45,30,-10.63,No,No,Female,Direct,4,Noida,34,2,
10545,3458166,No,0,0,E1,50,-40,-60,No,No,Male,Employee Referral,1,Mumbai,34,2,
10547,3458305,No,1,45,E1,40,25,-10.71,No,No,Male,Agency,1,Noida,34,2,
10548,3458369,No,1,90,E1,20.97,20.97,0,No,No,Male,Agency,8,Bangalore,34,7,
10549,3458428,No,7,60,E1,40,30,-7.14,No,No,Male,Employee Referral,4,Chennai,34,5,
10550,3458449,No,10,45,E1,1.14,1.14,0,No,No,Male,Direct,2,Noida,34,5,
10551,3458468,Yes,40,30,E1,55.56,55.56,0,No,No,Female,Direct,3,Noida,34,6,
10552,3458484,No,5,0,E2,22.32,23.85,1.25,No,Yes,Male,Agency,5,Bangalore,34,5,
10554,3458520,Yes,7,30,E1,38.89,38.89,0,No,No,Female,Direct,3,Chennai,34,1,
10555,3458529,Yes,4,30,E1,33.33,55.56,16.67,No,No,Male,Agency,3,Hyderabad,34,4,
10558,3458594,No,38,90,E2,11.51,11.51,0,Yes,No,Male,Employee Referral,8,Hyderabad,34,6,
10560,3458665,Yes,18,0,E2,28.79,25,-2.94,Yes,No,Male,Direct,5,Bangalore,34,7,
10561,3458728,Yes,38,30,E1,50,48.33,-1.11,No,No,Male,Direct,3,Noida,34,5,
10562,3458746,No,1,0,E2,17.65,0,-15,No,No,Male,Employee Referral,5,Noida,34,1,
10563,3458751,No,38,30,E2,34.38,40.63,4.65,No,No,Male,Direct,2,Mumbai,34,2,
10564,3458801,No,11,30,E1,38.89,-16.67,-40,No,No,Male,Direct,3,Chennai,34,2,
10565,3458812,No,1,30,E1,38.89,-16.67,-40,No,No,Male,Direct,5,Chennai,34,2,
10568,3458877,Yes,40,30,E2,44.44,15.56,-20,No,No,Male,Direct,4,Bangalore,34,2,
10569,3458952,Yes,65,45,E1,50,-10,-40,No,No,Male,Employee Referral,4,Noida,34,1,
10570,3459040,No,10,30,E2,57.5,175,74.6,No,No,Male,Direct,6,Bangalore,34,2,
10571,3459929,Yes,40,60,E2,34.77,28.03,-5,No,No,Male,Employee Referral,7,Kolkata,34,5,
10573,3461642,No,11,30,E1,115.1,207.29,42.86,No,No,Male,Employee Referral,3,Chennai,34,1,
10574,3462147,No,0,60,E3,19.05,19.05,0,No,Yes,Male,Direct,7,Chennai,34,3,
10575,3462185,No,4,0,E1,42.86,42.86,0,No,No,Male,Direct,0,Mumbai,34,4,
10576,3462232,No,1,30,E1,50,32.27,-11.82,No,No,Female,Direct,1,Noida,34,2,
10577,3462239,No,7,0,E1,42.86,42.86,0,No,No,Female,Direct,0,Mumbai,34,4,
10578,3462358,No,18,30,E1,100,108.33,4.17,No,No,Female,Direct,2,Chennai,34,1,
10580,3462490,No,7,0,E1,42.86,42.86,0,No,No,Male,Direct,0,Mumbai,34,4,
10581,3462503,No,4,0,E1,42.86,42.86,0,No,No,Female,Direct,0,Mumbai,34,4,
10582,3462550,No,4,0,E1,42.86,42.86,0,No,No,Male,Direct,0,Mumbai,34,4,
10583,3462563,No,4,0,E1,42.86,42.86,0,No,No,Male,Direct,0,Mumbai,34,4,
10584,3462582,Yes,5,60,E1,66.67,66.67,0,No,No,Male,Employee Referral,2,Chennai,34,1,
10587,3462684,No,10,0,E1,5.56,0,-5.26,No,No,Male,Employee Referral,4,Chennai,34,8,
10588,3462714,Yes,10,30,E2,58.88,40.19,-11.76,Yes,No,Male,Agency,7,Bangalore,34,1,
10590,3462746,Yes,55,60,E2,38.31,38.31,0,No,No,Male,Agency,10,Bangalore,34,4,
10591,3462816,Yes,38,45,E2,39.42,34.62,-3.45,No,No,Female,Direct,8,Noida,34,6,
10592,3462833,No,21,90,E2,63.64,63.64,0,No,No,Male,Direct,6,Bangalore,34,6,
10594,3462909,Yes,16,60,E1,33.33,0,-25,No,No,Male,Direct,3,Chennai,34,8,
10598,3463034,No,24,30,E1,66.67,-43.33,-66,No,No,Male,Direct,1,Bangalore,34,2,
10599,3463086,No,30,30,E3,22.22,166.67,118.18,No,No,Male,Direct,5,Noida,34,2,
10601,3463163,No,14,45,E1,59.85,27.88,-20,No,No,Female,Agency,3,Chennai,34,1,
10603,3463173,No,0,30,E1,17.65,0,-15,No,No,Male,Direct,3,Noida,34,2,
10604,3463187,Yes,22,90,E1,80.56,66.67,-7.69,No,No,Male,Direct,4,Chennai,34,8,
10605,3463197,Yes,18,30,E2,35.5,32.76,-2.02,No,No,Male,Direct,5,Mumbai,34,2,
10606,3463201,No,28,45,E1,36.47,36.47,0,No,No,Male,Agency,3,Bangalore,34,4,
10609,3463342,No,4,0,E1,42.86,42.86,0,No,No,Female,Direct,0,Mumbai,34,4,
10610,3463357,Yes,17,30,E2,26.44,26.44,0,No,No,Male,Employee Referral,7,Hyderabad,34,8,
10614,3463485,No,6,30,E1,136.11,122.22,-5.88,No,No,Male,Agency,3,Bangalore,34,1,
10615,3463574,No,5,30,E1,50,50,0,No,No,Male,Direct,2,Chennai,34,2,
10617,3463690,No,2,30,E1,41.24,46.89,4,No,Yes,Male,Direct,3,Bangalore,34,5,
10618,3463693,No,4,30,E1,46.67,44,-1.82,No,No,Female,Employee Referral,1,Noida,34,2,
10619,3463714,Yes,5,0,E2,33.33,60,20,No,No,Male,Employee Referral,7,Hyderabad,34,3,
10620,3463736,Yes,38,0,E1,44.74,17.11,-19.09,Yes,Yes,Male,Direct,2,Chennai,34,1,
10621,3463882,Yes,16,30,E3,0,0,0,No,No,Male,Direct,10,Noida,34,2,
10622,3464171,Yes,48,60,E2,34.15,34.15,0,No,No,Male,Employee Referral,6,Noida,34,2,
10623,3464669,No,3,0,E2,33.33,16.67,-12.5,No,No,Male,Employee Referral,7,Bangalore,34,2,
10624,3467185,Yes,10,0,E2,34.38,43.75,6.98,No,No,Male,Agency,3,Noida,34,2,
10625,3467207,Yes,24,60,E3,15.38,16.54,1,No,Yes,Male,Direct,14,Hyderabad,34,1,
10626,3470390,Yes,14,0,E1,36.36,22.73,-10,No,No,Female,Agency,7,Pune,34,1,
10627,3470399,Yes,32,30,E1,60,50,-6.25,No,No,Female,Agency,3,Pune,34,1,
10628,3470411,No,16,30,E2,38.46,38.46,0,No,No,Male,Employee Referral,6,Noida,34,2,
10630,3470497,No,3,30,E1,122.22,122.22,0,No,Yes,Male,Agency,3,Chennai,34,1,
10633,3470570,No,53,30,E1,36.82,44.28,5.45,No,No,Male,Direct,3,Noida,34,6,
10634,3470589,Yes,38,30,E1,57.14,20,-23.64,Yes,Yes,Female,Agency,2,Chennai,34,1,
10637,3470603,No,5,30,E1,52.78,31.94,-13.64,No,Yes,Male,Agency,3,Chennai,34,1,
10641,3470722,No,3,0,E1,30.95,25,-4.55,No,No,Male,Agency,3,Bangalore,34,1,
10643,3470875,No,2,0,E1,46.67,44,-1.82,No,No,Male,Agency,1,Noida,34,2,
10644,3470880,No,1,0,E1,66.67,90.48,14.29,No,No,Male,Direct,2,Chennai,34,1,
10647,3470912,Yes,19,45,E1,94.44,69.44,-12.86,Yes,Yes,Male,Agency,3,Chennai,34,1,
10648,3470923,Yes,37,0,E1,33.72,33.72,0,No,No,Male,Agency,5,Chennai,34,4,
10649,3471026,Yes,16,30,E2,25,78.57,42.86,Yes,No,Male,Agency,5,Bangalore,34,1,
10655,3471164,No,16,60,E2,28.57,28.57,0,No,No,Male,Employee Referral,7,Bangalore,34,6,
10657,3471269,Yes,3,30,E3,37.17,35.4,-1.29,No,No,Male,Direct,11,Hyderabad,34,6,
10660,3471323,Yes,8,30,E1,28,20,-6.25,Yes,Yes,Male,Direct,3,Chennai,34,1,
10661,3471327,No,51,60,E2,20,0,-16.67,No,No,Male,Direct,9,Kolkata,34,6,
10662,3471329,Yes,2,0,E1,33.33,44,8,No,No,Male,Direct,1,Chennai,34,2,
10663,3471330,Yes,2,0,E1,30,31.82,1.4,Yes,No,Female,Direct,5,Bangalore,34,5,
10667,3471519,Yes,24,0,E1,8.7,6.04,-2.44,No,Yes,Female,Employee Referral,7,Chennai,34,5,
10668,3471531,No,2,30,E1,39.53,34.88,-3.33,No,No,Female,Direct,4,Noida,34,7,
10669,3471567,Yes,33,60,E2,34.97,31.9,-2.27,Yes,No,Male,Direct,6,Bangalore,34,5,
10671,3471606,Yes,44,60,E2,47.64,67.32,13.33,No,No,Male,Employee Referral,6,Chennai,34,1,
10672,3471622,No,56,30,E2,36.76,23.52,-9.68,Yes,No,Male,Direct,6,Noida,34,7,
10674,3471759,Yes,30,0,E1,100,66.67,-16.67,No,No,Female,Employee Referral,3,Chennai,34,1,
10677,3471963,Yes,28,0,E1,15.38,13.46,-1.67,No,No,Male,Employee Referral,4,Bangalore,34,4,
10678,3475519,No,2,45,E1,65.71,60,-3.45,No,No,Male,Agency,3,Chennai,34,1,
10679,3475535,Yes,20,0,E1,56.25,40.63,-10,No,Yes,Male,Agency,3,Chennai,34,1,
10680,3475620,Yes,10,30,E1,50,33.33,-11.11,No,Yes,Male,Agency,2,Chennai,34,1,
10682,3475846,No,1,30,E2,57.14,42.86,-9.09,No,No,Male,Direct,8,Bangalore,34,1,
10683,3475865,No,6,30,E2,30,23.19,-5.24,No,No,Male,Agency,8,Bangalore,34,1,
10685,3475893,Yes,33,0,E3,23.76,18.81,-4,No,Yes,Male,Employee Referral,10,Noida,34,2,
10686,3475917,No,51,60,E1,42.86,42.86,0,No,Yes,Female,Agency,3,Bangalore,34,1,
10687,3475958,No,40,30,E1,66.67,47.92,-11.25,No,Yes,Male,Agency,4,Chennai,34,1,
10688,3475975,Yes,9,0,E1,33.33,30,-2.5,No,No,Male,Agency,2,Chennai,34,1,
10689,3475983,Yes,54,45,E1,67.65,30.88,-21.93,No,No,Male,Direct,2,Chennai,34,1,
10690,3475991,Yes,8,0,E1,50,20,-20,No,No,Female,Employee Referral,1,Noida,34,2,
10691,3475998,Yes,15,0,E1,50,37.5,-8.33,No,No,Male,Agency,3,Chennai,34,1,
10692,3476003,Yes,4,0,E2,41.67,30,-8.24,No,No,Male,Agency,7,Chennai,34,1,
10694,3476024,No,43,30,E1,48.15,40.74,-5,No,No,Male,Agency,2,Chennai,34,1,
10695,3476070,No,14,30,E1,53.47,53.47,0,No,Yes,Male,Agency,6,Pune,34,1,
10696,3476084,No,41,45,E1,7.14,21.43,13.33,No,No,Male,Agency,3,Chennai,34,1,
10697,3476101,Yes,51,45,E1,47.06,47.06,0,No,No,Male,Agency,3,Chennai,34,1,
10698,3476113,Yes,2,0,E1,108.33,134.38,12.5,No,No,Male,Agency,2,Chennai,34,1,
10699,3476143,No,26,30,E1,39.53,27.91,-8.33,No,No,Male,Agency,4,Bangalore,34,1,
10701,3476210,No,43,60,E2,21.74,30.43,7.14,No,No,Male,Direct,4,Chennai,34,2,
10703,3476364,No,18,45,E2,42.86,42.86,0,No,No,Male,Agency,4,Chennai,34,2,
10704,3476376,No,29,30,E1,20.69,20.69,0,No,No,Male,Direct,4,Bangalore,34,7,
10705,3476388,No,6,30,E2,30,20,-7.69,Yes,Yes,Male,Direct,10,Kolkata,34,7,
10706,3476418,Yes,12,0,E1,8.33,8.33,0,No,No,Female,Agency,5,Chennai,34,4,
10707,3476437,Yes,6,30,E1,85.19,57.41,-15,Yes,Yes,Male,Agency,2,Bangalore,34,1,
10708,3476444,No,2,60,E2,25,30.56,4.44,No,No,Male,Direct,3,Chennai,34,2,
10710,3476520,No,0,0,E2,29.63,1.85,-21.43,No,No,Male,Employee Referral,5,Chennai,34,2,
10711,3476551,No,2,30,E2,110.53,105.26,-2.5,No,No,Male,Direct,7,Chennai,34,1,
10713,3476597,No,2,0,E2,42.86,42.86,0,No,No,Female,Agency,3,Chennai,34,2,
10714,3476605,No,0,0,E1,42.86,42.86,0,No,No,Female,Agency,1,Noida,34,2,
10716,3476694,No,1,0,E1,50,65,10,No,No,Male,Direct,3,Chennai,34,2,
10717,3476807,Yes,13,30,E1,71.43,65.71,-3.33,No,No,Male,Direct,3,Chennai,34,6,
10719,3476823,No,2,0,E1,50,25,-16.67,No,No,Male,Employee Referral,5,Mumbai,34,2,
10721,3476904,No,2,30,E1,46.67,0,-31.82,No,No,Male,Employee Referral,2,Bangalore,34,2,
10722,3476910,Yes,43,30,E2,44.23,20.19,-16.67,No,No,Male,Direct,5,Chennai,34,2,
10724,3477011,No,1,0,E1,42.86,42.86,0,No,No,Male,Direct,0,Mumbai,34,4,
10725,3477012,Yes,8,0,E3,7.94,11.11,2.94,No,No,Male,Agency,10,Chennai,34,6,
10726,3477138,No,4,30,E1,33.55,33.55,0,No,No,Male,Agency,7,Chennai,34,1,
10729,3477165,No,30,30,E1,60,28,-20,No,No,Male,Agency,3,Chennai,34,4,
10730,3477166,No,58,60,E1,76.47,64.71,-6.67,No,No,Male,Agency,3,Chennai,34,4,
10732,3477542,No,21,30,E2,30.95,30.95,0,No,Yes,Male,Employee Referral,3,Chennai,34,2,
10734,3477811,Yes,28,30,E1,65.22,68.7,2.11,No,No,Male,Employee Referral,2,Chennai,34,2,
10737,3481371,Yes,47,30,E2,32.21,32.21,0,No,No,Male,Agency,4,Noida,34,2,
10738,3481440,No,47,60,E1,62.5,62.5,0,No,No,Male,Agency,3,Chennai,34,4,
10741,3481531,No,2,30,E1,32,32,0,No,No,Male,Agency,3,Bangalore,34,2,
10744,3481622,No,4,30,E1,35,37.5,1.85,No,No,Female,Direct,3,Chennai,34,2,
10745,3481638,No,2,60,E1,50,11.11,-25.93,No,No,Male,Agency,1,Chennai,34,2,
10746,3481656,No,12,0,E1,0,0,0,No,No,Male,Direct,5,Bangalore,34,6,
10747,3481674,Yes,20,30,E1,24.22,42.86,15,No,No,Male,Employee Referral,1,Chennai,34,2,
10750,3481751,No,11,30,E2,56.25,31.25,-16,No,No,Female,Direct,3,Chennai,34,2,
10754,3481963,Yes,6,60,E2,8.7,8.7,0,No,Yes,Male,Employee Referral,7,Bangalore,34,6,
10756,3481994,No,2,30,E1,25,25,0,Yes,Yes,Female,Agency,4,Bangalore,34,7,
10757,3482006,Yes,2,30,E2,66.67,77.78,6.67,No,No,Male,Agency,4,Chennai,34,2,
10760,3482248,No,3,30,E1,36.36,51.52,11.11,No,No,Female,Agency,1,Chennai,34,2,
10762,3482380,Yes,16,60,E1,50,20,-20,No,No,Male,Direct,3,Chennai,34,8,
10764,3482407,Yes,5,0,E1,62.5,112.5,30.77,No,No,Male,Direct,5,Chennai,34,8,
10765,3482409,Yes,12,30,E3,11.84,6.58,-4.71,Yes,No,Female,Agency,10,Hyderabad,34,5,
10767,3482448,No,21,45,E1,48.81,48.81,0,No,No,Male,Employee Referral,2,Bangalore,34,4,
10769,3482753,Yes,4,30,E2,19.44,19.44,0,No,No,Male,Direct,8,Chennai,34,3,
10770,3482902,Yes,17,30,E1,31.58,63.16,24,No,Yes,Male,Direct,3,Chennai,34,8,
10776,3487015,Yes,18,30,E1,28.85,25,-2.99,No,Yes,Male,Direct,4,Noida,34,7,
10779,3487231,Yes,4,30,E1,24,18,-4.84,No,No,Male,Direct,3,Chennai,34,1,
10780,3487253,No,8,0,E1,50,25,-16.67,No,No,Male,Employee Referral,4,Bangalore,34,1,
10781,3487307,Yes,17,30,E1,87.5,78.57,-4.76,No,Yes,Male,Direct,3,Chennai,34,1,
10782,3487339,No,1,30,E2,51.71,42.86,-5.83,Yes,No,Male,Direct,6,Noida,34,7,
10783,3487407,Yes,6,30,E2,3.03,9.09,5.88,No,No,Male,Direct,7,Chennai,34,8,
10784,3487465,Yes,19,30,E1,44.44,25,-13.46,No,Yes,Male,Agency,3,Chennai,34,1,
10785,3487476,No,0,30,E1,33.33,11.11,-16.67,No,No,Female,Direct,1,Noida,34,2,
10786,3487503,No,6,45,E1,26.67,20,-5.26,No,No,Male,Agency,4,Noida,34,8,
10787,3487522,No,1,30,E2,42.86,42.86,0,No,No,Female,Employee Referral,8,Bangalore,34,2,
10789,3487567,No,31,30,E1,17.24,17.24,0,Yes,Yes,Male,Direct,4,Noida,34,7,
10790,3487596,Yes,4,30,E1,56.25,121.88,42,No,No,Male,Agency,3,Bangalore,34,1,
10791,3487609,Yes,46,90,E1,44.44,37.78,-4.62,No,Yes,Male,Agency,3,Noida,34,8,
10792,3487623,Yes,25,30,E1,28.57,-14.29,-33.33,No,No,Male,Direct,3,Chennai,34,6,
10793,3487640,No,1,0,E2,25,47.06,17.65,No,No,Male,Agency,5,Bangalore,34,2,
10795,3487835,No,32,30,E1,40.63,25,-11.11,No,No,Male,Agency,2,Noida,34,5,
10798,3487938,No,3,60,E1,44.44,77.78,23.08,No,No,Female,Agency,4,Chennai,34,8,
10799,3487941,Yes,9,30,E1,8.43,8.43,0,Yes,No,Female,Direct,7,Noida,34,7,
10802,3488035,Yes,16,30,E1,36.36,81.82,33.33,No,No,Male,Direct,1,Bangalore,34,2,
10803,3488046,No,9,30,E1,150,108.33,-16.67,No,Yes,Male,Agency,2,Chennai,34,1,
10804,3488061,Yes,42,60,E2,36.84,26.32,-7.69,No,No,Male,Direct,7,Bangalore,34,6,
10809,3488633,No,1,0,E2,60,46.67,-8.33,No,No,Male,Direct,7,Gurgaon,34,2,
10810,3488688,Yes,42,30,E1,20.37,20.37,0,No,No,Male,Agency,5,Bangalore,34,4,
10811,3488741,Yes,12,30,E1,24,0,-19.35,No,No,Male,Direct,5,Noida,34,7,
10812,3488772,No,6,30,E1,56.25,21.53,-22.22,No,Yes,Male,Direct,6,Noida,34,7,
10814,3488798,No,6,30,E2,55.56,22.22,-21.43,No,No,Male,Direct,7,Bangalore,34,7,
10815,3488824,No,1,0,E1,11.11,-16.67,-25,No,No,Male,Direct,1,Noida,34,2,
10817,3488857,Yes,26,30,E2,62.5,37.5,-15.38,No,Yes,Male,Direct,3,Noida,34,2,
10818,3488876,Yes,14,30,E1,44,4,-27.78,No,No,Female,Direct,6,Chennai,34,1,
10821,3489895,No,24,30,E1,30,30,0,No,Yes,Male,Employee Referral,5,Chennai,34,7,
10822,3490084,Yes,17,30,E1,66.67,15.56,-30.67,No,No,Female,Employee Referral,3,Chennai,34,8,
10823,3492646,No,16,60,E1,45.45,40.91,-3.13,No,No,Female,Employee Referral,5,Bangalore,34,6,
10825,3492684,No,9,0,E1,53.49,36.61,-11,No,No,Male,Employee Referral,4,Chennai,34,1,
10826,3492986,No,4,30,E3,37.88,37.88,0,Yes,No,Female,Employee Referral,14,Noida,34,1,
10829,3496243,Yes,12,0,E2,36.36,35.84,-0.39,No,Yes,Male,Employee Referral,5,Noida,34,2,
10830,3496332,No,2,30,E1,33.33,66.67,25,No,No,Male,Agency,1,Chennai,34,2,
10831,3496445,Yes,16,60,E2,20,20,0,No,No,Male,Employee Referral,7,Bangalore,34,6,
10832,3496493,Yes,22,30,E2,22.22,33.33,9.09,No,No,Male,Agency,4,Bangalore,34,7,
10835,3496559,Yes,4,30,E2,13.64,18.18,4,No,Yes,Male,Direct,7,Chennai,34,8,
10836,3496578,Yes,52,45,E1,29.17,33.33,3.23,No,Yes,Male,Agency,4,Noida,34,5,
10841,3496894,No,28,30,E1,84.66,78.98,-3.08,Yes,Yes,Female,Employee Referral,4,Chennai,34,1,
10842,3496907,Yes,59,60,E2,38.46,38.46,0,No,No,Male,Employee Referral,4,Hyderabad,34,5,
10844,3497084,No,5,0,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,Noida,34,2,
10845,3497119,No,4,0,E2,71.43,28.57,-25,No,No,Male,Employee Referral,3,Noida,34,2,
10848,3497249,Yes,31,30,E2,20,5,-12.5,No,Yes,Male,Direct,5,Chennai,34,8,
10849,3497312,No,8,0,E2,50,70,13.33,No,No,Male,Employee Referral,8,Chennai,34,8,
10851,3497412,No,0,30,E1,42.86,60.71,12.5,No,No,Male,Direct,2,Noida,34,2,
10853,3497430,No,3,30,E1,66.67,66.67,0,No,No,Male,Direct,1,Mumbai,34,2,
10854,3497528,Yes,21,60,E1,78.57,72.62,-3.33,No,No,Male,Direct,3,Hyderabad,34,6,
10855,3497594,No,0,30,E1,31.58,18.42,-10,No,No,Male,Direct,5,Chennai,34,7,
10856,3497650,Yes,9,30,E2,7.14,9.52,2.22,No,No,Male,Direct,6,Chennai,34,7,
10857,3497668,Yes,12,30,E1,40,37.5,-1.79,No,No,Male,Agency,3,Chennai,34,1,
10858,3497764,No,25,60,E2,50,37.5,-8.33,No,Yes,Male,Direct,2,Noida,34,2,
10862,3501369,No,1,30,E1,22.81,22.81,0,No,Yes,Male,Direct,4,Chennai,34,7,
10863,3501381,Yes,30,30,E1,21.57,21.57,0,No,Yes,Male,Direct,3,Noida,34,7,
10864,3501391,Yes,49,30,E1,22.81,22.81,0,No,No,Male,Direct,4,Noida,34,7,
10865,3501448,No,1,0,E1,66.67,44,-13.6,No,No,Male,Employee Referral,1,Noida,34,2,
10866,3501495,Yes,8,30,E1,42.86,71.43,20,No,No,Male,Employee Referral,2,Bangalore,34,7,
10869,3501660,No,34,30,E1,27.91,16.28,-9.09,No,No,Male,Direct,6,Bangalore,34,7,
10870,3501672,Yes,1,30,E1,36.36,40.91,3.33,No,No,Male,Employee Referral,2,Bangalore,34,7,
10875,3501746,Yes,2,0,E1,94.44,23.61,-36.43,No,No,Male,Employee Referral,3,Chennai,34,1,
10880,3501790,No,20,30,E1,30,25,-3.85,No,Yes,Male,Direct,4,Chennai,34,6,
10897,3505553,No,1,0,E1,50,65,10,No,No,Female,Agency,1,Chennai,34,2,
10899,3505717,No,2,0,E1,120,100,-9.09,No,No,Female,Direct,1,Noida,34,2,
10900,3505775,Yes,20,0,E1,26.98,42.86,12.5,No,No,Male,Agency,1,Chennai,34,2,
10901,3505796,No,4,30,E1,33.33,120,65,No,No,Male,Direct,4,Bangalore,34,2,
10902,3505802,No,0,30,E2,66.67,65,-1,No,No,Male,Agency,5,Chennai,34,2,
10903,3505828,Yes,2,0,E1,66.67,73.33,4,No,No,Male,Direct,1,Chennai,34,2,
10908,3506012,Yes,25,0,E1,77.51,77.51,0,Yes,No,Male,Direct,3,Chennai,34,8,
10909,3506013,No,13,60,E1,51.11,22.22,-19.12,Yes,Yes,Male,Agency,3,Chennai,34,1,
10910,3506052,No,3,0,E1,66.67,44,-13.6,No,No,Male,Agency,2,Noida,34,2,
