,Sno,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,Status,LOB
7354,9510,3351322,Yes,26,30,E1,33.33,25.0,-6.25,Yes,No,Male,Direct,6,Noida,34.0,7,Not Joined,AXON
7355,9512,3351465,No,3,60,E1,100.0,83.33,-8.33,No,Yes,Male,Agency,3,Chennai,34.0,6,Joined,ETS
7356,9513,3351481,Yes,41,30,E1,129.17,129.17,0.0,No,Yes,Male,Agency,3,Chennai,34.0,6,Joined,ETS
7357,9515,3351493,Yes,2,30,E1,33.33,166.67,100.0,No,No,Male,Direct,2,Bangalore,34.0,2,Joined,INFRA
7358,9518,3351529,Yes,57,30,E1,40.0,26.0,-10.0,Yes,No,Male,Direct,4,Chennai,34.0,1,Joined,ERS
7359,9519,3351559,Yes,40,60,E3,29.47,31.58,1.63,No,No,Male,Direct,11,Noida,34.0,2,Joined,INFRA
7360,9520,3351561,Yes,24,45,E1,50.6,50.6,0.0,No,No,Male,Agency,4,Chennai,34.0,6,Not Joined,ETS
7361,9521,3351563,Yes,36,60,E2,35.14,55.41,15.0,Yes,Yes,Male,Direct,6,Chennai,34.0,1,Joined,ERS
7362,9523,3351605,Yes,7,30,E1,34.87,32.95,-1.43,No,No,Male,Direct,4,Noida,34.0,5,Joined,CSMP
7363,9524,3351606,Yes,38,60,E1,75.68,83.78,4.62,No,No,Male,Direct,3,Bangalore,34.0,6,Joined,ETS
7364,9525,3351608,No,7,60,E1,28.57,21.43,-5.56,No,No,Male,Agency,3,Chennai,34.0,4,Joined,BFSI
7365,9527,3351642,Yes,6,60,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,5,Hyderabad,34.0,8,Not Joined,EAS
7366,9528,3351647,Yes,50,60,E2,33.33,44.44,8.33,No,No,Male,Employee Referral,10,Chennai,34.0,8,Joined,EAS
7367,9529,3351655,Yes,4,90,E1,44.58,44.58,0.0,No,Yes,Female,Agency,3,Chennai,34.0,6,Joined,ETS
7368,9530,3351662,Yes,35,30,E1,56.86,42.16,-9.38,No,No,Female,Agency,3,Bangalore,34.0,1,Joined,ERS
7369,9531,3351680,Yes,2,30,E2,46.67,33.33,-9.09,No,No,Male,Agency,8,Chennai,34.0,6,Not Joined,ETS
7370,9532,3351694,Yes,65,60,E1,34.62,15.38,-14.29,No,No,Male,Agency,5,Noida,34.0,7,Joined,AXON
7371,9533,3351708,No,3,60,E1,96.88,79.69,-8.73,No,Yes,Male,Agency,3,Chennai,34.0,6,Joined,ETS
7372,9534,3351731,Yes,7,30,E2,16.67,20.83,3.57,Yes,No,Male,Direct,8,Bangalore,34.0,8,Not Joined,EAS
7373,9535,3351771,No,4,60,E2,117.39,63.04,-25.0,No,No,Male,Agency,4,Noida,34.0,2,Not Joined,INFRA
7374,9536,3351790,Yes,16,45,E1,20.37,29.63,7.69,No,No,Male,Direct,4,Bangalore,34.0,7,Joined,AXON
7375,9537,3351810,Yes,36,60,E1,30.0,16.0,-10.77,No,Yes,Female,Direct,3,Noida,34.0,7,Joined,AXON
7376,9538,3351831,No,2,60,E3,36.36,22.47,-10.19,No,No,Female,Direct,6,Chennai,34.0,2,Joined,INFRA
7377,9539,3351832,Yes,14,30,E1,33.33,66.67,25.0,No,No,Male,Direct,1,Bangalore,34.0,2,Joined,INFRA
7378,9540,3351835,No,6,30,E2,66.67,66.67,0.0,No,No,Male,Direct,3,Noida,34.0,2,Joined,INFRA
7379,9541,3351852,No,2,30,E1,50.0,42.05,-5.3,Yes,Yes,Male,Direct,4,Kolkata,34.0,7,Joined,AXON
7380,9543,3351960,No,1,0,E1,50.0,25.0,-16.67,No,No,Male,Agency,3,Chennai,34.0,2,Joined,INFRA
7381,9544,3351978,No,16,30,E1,78.57,53.57,-14.0,No,No,Male,Direct,3,Noida,34.0,5,Joined,CSMP
7382,9547,3352040,Yes,15,90,E1,66.67,44.44,-13.33,Yes,Yes,Male,Direct,5,Noida,34.0,7,Joined,AXON
7383,9548,3352062,Yes,68,60,E1,51.16,46.51,-3.08,Yes,No,Male,Direct,5,Noida,34.0,3,Joined,Healthcare
7384,9549,3352092,No,41,90,E1,11.11,15.56,4.0,No,Yes,Male,Direct,4,Noida,34.0,7,Joined,AXON
7385,9550,3352111,No,10,90,E1,46.07,46.07,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7386,9552,3352113,Yes,64,60,E1,64.02,64.02,0.0,No,No,Male,Direct,4,Bangalore,34.0,4,Not Joined,BFSI
7387,9553,3352118,Yes,72,90,E2,33.33,33.33,0.0,No,No,Male,Direct,3,Noida,34.0,2,Joined,INFRA
7388,9554,3352120,No,7,30,E2,14.29,-26.5,-35.69,No,No,Male,Direct,9,Hyderabad,34.0,2,Joined,INFRA
7389,9556,3352163,Yes,54,30,E1,80.0,80.0,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7390,9557,3352165,Yes,46,30,E1,8.33,8.33,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7391,9558,3352166,No,32,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7392,9559,3352167,Yes,70,30,E1,51.9,39.24,-8.33,No,No,Female,Direct,3,Bangalore,34.0,4,Joined,BFSI
7393,9560,3352177,No,4,60,E2,46.15,38.46,-5.26,No,Yes,Male,Agency,10,Bangalore,34.0,2,Joined,INFRA
7394,9561,3352203,No,5,45,E2,11.11,11.11,0.0,No,No,Male,Direct,7,Mumbai,34.0,2,Joined,INFRA
7395,9562,3352211,Yes,45,60,E1,47.25,47.25,0.0,No,No,Male,Employee Referral,3,Bangalore,34.0,6,Joined,ETS
7396,9563,3352228,Yes,61,60,E1,57.89,57.89,0.0,No,No,Female,Direct,3,Bangalore,34.0,6,Joined,ETS
7397,9565,3352279,Yes,10,30,E1,57.5,37.5,-12.7,No,No,Male,Agency,3,Noida,34.0,5,Joined,CSMP
7398,9566,3352295,Yes,35,30,E1,40.0,5.0,-25.0,No,No,Male,Agency,3,Noida,34.0,5,Joined,CSMP
7399,9567,3352370,Yes,39,30,E1,5.45,5.45,0.0,No,No,Male,Employee Referral,4,Bangalore,34.0,4,Joined,BFSI
7400,9568,3352378,Yes,7,60,E2,24.09,35.77,9.41,No,No,Male,Direct,6,Chennai,34.0,4,Not Joined,BFSI
7401,9569,3352504,Yes,16,60,E1,66.67,77.78,6.67,No,No,Male,Employee Referral,1,Chennai,34.0,5,Joined,CSMP
7402,9571,3352771,Yes,49,30,E2,86.67,7.8,-42.25,No,Yes,Male,Direct,4,Noida,34.0,2,Joined,INFRA
7403,9572,3352903,Yes,14,30,E2,14.13,14.13,0.0,No,No,Male,Direct,6,Noida,34.0,2,Joined,INFRA
7404,9574,3355244,No,27,30,E1,30.95,30.95,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7405,9575,3355245,No,33,30,E1,32.35,32.35,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7406,9576,3355246,No,1,30,E1,38.89,38.89,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7407,9577,3355247,No,32,30,E1,35.14,35.14,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7408,9578,3355248,No,3,60,E1,47.42,41.28,-4.17,Yes,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7409,9580,3355250,No,4,90,E1,55.56,44.44,-7.14,No,No,Male,Direct,3,Bangalore,34.0,4,Not Joined,BFSI
7410,9582,3355423,No,32,30,E1,26.32,26.32,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7411,9583,3355424,Yes,53,30,E1,52.78,52.78,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7412,9584,3355425,No,1,30,E1,30.0,30.0,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Not Joined,BFSI
7413,9586,3355427,No,1,30,E1,24.0,24.0,0.0,No,No,Female,Direct,3,Bangalore,34.0,4,Not Joined,BFSI
7414,9587,3355428,No,32,30,E1,36.84,36.84,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7415,9588,3355429,No,2,60,E1,91.74,91.74,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7416,9589,3355431,Yes,29,30,E1,25.27,25.27,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Not Joined,BFSI
7417,9590,3355436,Yes,23,30,E2,8.33,8.33,0.0,No,No,Female,Agency,6,Bangalore,34.0,1,Joined,ERS
7418,9592,3355490,Yes,2,60,E1,25.0,12.5,-10.0,Yes,No,Male,Agency,4,Chennai,34.0,8,Joined,EAS
7419,9593,3355545,Yes,70,30,E1,71.43,60.71,-6.25,No,No,Male,Agency,5,Noida,34.0,5,Joined,CSMP
7420,9596,3355607,Yes,4,45,E1,66.67,42.86,-14.29,No,No,Male,Agency,3,Noida,34.0,5,Not Joined,CSMP
7421,9597,3355610,Yes,17,60,E2,39.68,33.17,-4.66,No,Yes,Male,Direct,3,Noida,34.0,2,Joined,INFRA
7422,9598,3355628,Yes,56,30,E1,33.33,33.33,0.0,No,No,Female,Agency,3,Noida,34.0,5,Joined,CSMP
7423,9600,3355731,No,7,90,E1,22.64,22.64,0.0,No,No,Male,Direct,4,Bangalore,34.0,4,Not Joined,BFSI
7424,9601,3355732,Yes,34,30,E1,41.03,41.03,0.0,No,No,Male,Direct,4,Bangalore,34.0,4,Not Joined,BFSI
7425,9602,3355733,Yes,47,30,E1,26.32,26.32,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7426,9603,3355734,Yes,58,30,E1,60.0,60.0,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Not Joined,BFSI
7427,9604,3355735,Yes,43,30,E1,81.82,72.73,-5.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7428,9606,3355737,Yes,53,30,E1,8.16,8.16,0.0,No,No,Male,Direct,5,Bangalore,34.0,4,Not Joined,BFSI
7429,9607,3355739,No,4,60,E2,32.35,32.35,0.0,No,No,Male,Direct,5,Bangalore,34.0,4,Not Joined,BFSI
7430,9608,3355740,Yes,26,30,E1,25.0,25.0,0.0,No,No,Female,Direct,3,Bangalore,34.0,4,Joined,BFSI
7431,9610,3355743,Yes,63,60,E2,30.0,30.0,0.0,No,No,Male,Direct,6,Bangalore,34.0,4,Not Joined,BFSI
7432,9611,3355744,Yes,63,60,E2,36.99,36.99,0.0,No,No,Male,Direct,6,Bangalore,34.0,4,Not Joined,BFSI
7433,9612,3355745,No,55,60,E2,66.67,66.67,0.0,No,No,Male,Direct,6,Bangalore,34.0,4,Joined,BFSI
7434,9613,3355746,Yes,70,60,E2,38.41,38.41,0.0,No,No,Male,Direct,7,Bangalore,34.0,4,Joined,BFSI
7435,9615,3355762,Yes,30,60,E2,94.41,62.01,-16.67,Yes,No,Male,Agency,6,Noida,34.0,1,Joined,ERS
7436,9616,3355778,Yes,4,30,E2,29.87,29.87,0.0,Yes,No,Male,Employee Referral,7,Chennai,34.0,1,Not Joined,ERS
7437,9618,3355912,Yes,42,30,E1,36.36,36.36,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined,BFSI
7438,9619,3355933,Yes,25,30,E1,125.0,125.0,0.0,No,No,Male,Direct,3,Chennai,34.0,1,Not Joined,ERS
7439,9623,3356038,No,14,30,E1,23.46,13.17,-8.33,No,No,Male,Agency,3,Bangalore,34.0,1,Joined,ERS
7440,9624,3356107,Yes,37,90,E1,166.67,140.0,-10.0,No,No,Male,Direct,3,Chennai,34.0,1,Joined,ERS
7441,9626,3356132,Yes,1,30,E2,25.0,9.38,-12.5,No,No,Female,Direct,7,Chennai,34.0,1,Joined,ERS
7442,9627,3356146,No,2,30,E1,79.49,41.03,-21.43,No,No,Male,Direct,2,Chennai,34.0,1,Joined,ERS
7443,9628,3356148,Yes,8,30,E1,66.67,16.67,-30.0,No,No,Female,Employee Referral,3,Noida,34.0,2,Not Joined,INFRA
7444,9631,3356181,Yes,5,30,E1,61.07,0.67,-37.5,No,No,Male,Direct,3,Chennai,34.0,2,Joined,INFRA
7445,9632,3356202,No,1,0,E1,50.0,50.0,0.0,No,No,Male,Direct,2,Chennai,34.0,2,Joined,INFRA
7446,9633,3356224,No,5,30,E2,46.34,46.34,0.0,No,No,Male,Employee Referral,2,Noida,34.0,2,Joined,INFRA
7447,9634,3356239,No,8,30,E1,40.0,30.0,-7.14,No,No,Female,Agency,3,Bangalore,34.0,4,Not Joined,BFSI
7448,9635,3356259,No,7,90,E2,32.53,32.53,0.0,No,No,Male,Agency,7,Gurgaon,34.0,4,Joined,BFSI
7449,9637,3356264,No,4,90,E1,3.51,3.51,0.0,No,No,Male,Direct,3,Chennai,34.0,4,Joined,BFSI
7450,9638,3356265,No,39,60,E1,39.22,39.22,0.0,No,No,Female,Direct,2,Chennai,34.0,4,Joined,BFSI
7451,9639,3356266,No,5,90,E1,16.28,3.49,-11.0,No,No,Male,Direct,3,Chennai,34.0,4,Not Joined,BFSI
7452,9640,3356267,No,1,30,E1,57.45,57.45,0.0,No,No,Male,Direct,4,Chennai,34.0,4,Joined,BFSI
7453,9641,3356268,No,33,60,E2,17.33,17.33,0.0,No,No,Male,Direct,8,Chennai,34.0,4,Joined,BFSI
7454,9642,3356269,No,2,30,E1,25.0,25.0,0.0,No,No,Male,Direct,2,Chennai,34.0,4,Joined,BFSI
7455,9644,3356277,No,6,90,E1,37.5,37.5,0.0,No,No,Male,Direct,3,Chennai,34.0,4,Joined,BFSI
7456,9645,3356284,No,2,0,E2,41.82,67.27,17.95,No,No,Male,Agency,6,Noida,34.0,6,Joined,ETS
7457,9646,3356292,No,25,60,E1,50.0,100.0,33.33,No,No,Male,Employee Referral,2,Bangalore,34.0,2,Not Joined,INFRA
7458,9647,3356295,No,0,30,E1,50.0,68.0,12.0,No,No,Male,Employee Referral,3,Gurgaon,34.0,2,Joined,INFRA
7459,9652,3356372,No,0,30,E2,33.33,44.44,8.33,No,No,Male,Direct,6,Bangalore,34.0,7,Joined,AXON
7460,9654,3356402,Yes,6,30,E1,61.76,35.29,-16.36,Yes,Yes,Male,Employee Referral,3,Chennai,34.0,1,Joined,ERS
7461,9656,3356414,No,5,30,E2,20.0,7.5,-10.42,No,No,Male,Agency,7,Bangalore,34.0,1,Joined,ERS
7462,9658,3356422,Yes,32,30,E1,50.0,32.27,-11.82,No,No,Female,Agency,1,Noida,34.0,2,Joined,INFRA
7463,9659,3356423,No,9,30,E1,91.08,59.24,-16.67,No,No,Male,Agency,4,Bangalore,34.0,1,Joined,ERS
7464,9661,3356526,Yes,39,30,E1,25.0,100.0,60.0,No,No,Male,Direct,2,Bangalore,34.0,2,Joined,INFRA
7465,9662,3356533,No,4,30,E2,33.33,32.68,-0.49,No,No,Female,Direct,3,Noida,34.0,2,Joined,INFRA
7466,9664,3356561,Yes,2,0,E2,41.97,41.97,0.0,No,No,Male,Direct,7,Noida,34.0,2,Joined,INFRA
7467,9665,3356621,No,38,30,E1,52.78,25.0,-18.18,No,Yes,Male,Direct,3,Chennai,34.0,1,Joined,ERS
7468,9666,3356687,No,5,30,E1,38.89,27.78,-8.0,No,Yes,Male,Direct,4,Bangalore,34.0,7,Joined,AXON
7469,9667,3356713,No,34,30,E1,45.83,25.0,-14.29,No,Yes,Male,Direct,3,Chennai,34.0,1,Joined,ERS
7470,9668,3356723,No,20,60,E1,35.42,25.0,-7.69,No,Yes,Male,Direct,4,Bangalore,34.0,7,Joined,AXON
7471,9670,3356803,Yes,15,30,E1,42.86,38.39,-3.13,No,No,Male,Direct,6,Chennai,34.0,1,Not Joined,ERS
7472,9671,3357237,Yes,29,30,E1,58.54,46.34,-7.69,No,No,Male,Employee Referral,3,Bangalore,34.0,4,Joined,BFSI
7473,9673,3357455,No,1,60,E1,54.64,52.58,-1.33,Yes,Yes,Male,Employee Referral,3,Noida,34.0,7,Joined,AXON
7474,9675,3358902,Yes,13,90,E2,34.83,34.83,0.0,No,No,Female,Employee Referral,6,Noida,34.0,8,Not Joined,EAS
7475,9676,3359301,Yes,5,60,E2,15.38,15.38,0.0,No,No,Male,Employee Referral,8,Chennai,34.0,4,Joined,BFSI
7476,9677,3359311,Yes,38,30,E1,30.0,20.0,-7.69,No,Yes,Female,Direct,4,Bangalore,34.0,7,Joined,AXON
7477,9678,3359321,No,35,30,E1,95.49,59.94,-18.18,Yes,No,Male,Agency,3,Chennai,34.0,1,Joined,ERS
7478,9680,3359355,Yes,34,30,E2,36.36,30.91,-4.0,No,No,Male,Employee Referral,5,Noida,34.0,2,Joined,INFRA
7479,9683,3359554,No,9,30,E2,59.09,59.09,0.0,No,No,Male,Direct,4,Noida,34.0,2,Joined,INFRA
7480,9684,3359555,No,32,30,E2,36.41,36.41,0.0,No,No,Male,Direct,5,Chennai,34.0,2,Joined,INFRA
7481,9685,3359577,No,14,30,E2,22.22,22.22,0.0,No,Yes,Female,Direct,6,Chennai,34.0,6,Joined,ETS
7482,9686,3359594,Yes,25,30,E2,7.14,7.14,0.0,No,No,Female,Employee Referral,10,Chennai,34.0,8,Joined,EAS
7483,9688,3359623,No,21,30,E1,29.31,17.24,-9.33,No,No,Male,Direct,4,Chennai,34.0,7,Joined,AXON
7484,9689,3359664,Yes,13,30,E1,108.33,108.33,0.0,No,Yes,Male,Employee Referral,2,Chennai,34.0,1,Joined,ERS
7485,9690,3359679,Yes,64,60,E2,133.33,83.33,-21.43,No,No,Female,Agency,4,Chennai,34.0,2,Not Joined,INFRA
7486,9691,3359704,Yes,2,90,E1,30.95,30.95,0.0,No,Yes,Male,Agency,3,Chennai,34.0,6,Joined,ETS
7487,9693,3359724,Yes,20,30,E1,28.57,50.0,16.67,No,Yes,Male,Direct,2,Chennai,34.0,1,Joined,ERS
7488,9695,3359794,No,1,45,E1,50.0,32.27,-11.82,No,No,Female,Employee Referral,1,Gurgaon,34.0,2,Joined,INFRA
7489,9696,3359806,No,5,60,E1,6.06,-1.52,-7.14,No,No,Male,Agency,4,Chennai,34.0,4,Not Joined,BFSI
7490,9698,3359891,Yes,3,30,E1,65.09,53.3,-7.14,No,Yes,Male,Direct,4,Noida,34.0,1,Joined,ERS
7491,9699,3359980,Yes,5,45,E2,20.0,37.0,14.17,No,No,Male,Agency,3,Chennai,34.0,2,Joined,INFRA
7492,9702,3360085,No,0,60,E1,62.5,62.5,0.0,No,No,Female,Agency,3,Bangalore,34.0,4,Joined,BFSI
7493,9703,3360090,Yes,46,30,E1,125.0,150.0,11.11,No,No,Female,Direct,4,Chennai,34.0,1,Joined,ERS
7494,9704,3360185,Yes,7,30,E1,60.0,57.14,-1.79,No,No,Male,Employee Referral,3,Noida,34.0,5,Joined,CSMP
7495,9705,3360222,Yes,17,90,E1,34.62,25.0,-7.14,No,No,Male,Direct,3,Hyderabad,34.0,8,Not Joined,EAS
7496,9706,3360242,Yes,4,30,E1,34.8,34.8,0.0,No,No,Male,Employee Referral,3,Noida,34.0,1,Not Joined,ERS
7497,9707,3360253,Yes,2,0,E1,2.19,2.19,0.0,No,Yes,Male,Agency,6,Chennai,34.0,6,Joined,ETS
7498,9708,3360262,No,11,30,E1,94.44,66.67,-14.29,No,No,Male,Employee Referral,2,Noida,34.0,5,Joined,CSMP
7499,9711,3360372,Yes,48,30,E1,42.86,-14.29,-40.0,No,No,Female,Employee Referral,2,Noida,34.0,5,Joined,CSMP
7500,9712,3360374,Yes,35,45,E1,33.33,100.0,50.0,No,No,Male,Agency,2,Bangalore,34.0,2,Joined,INFRA
7501,9713,3360395,No,54,60,E1,103.13,71.88,-15.38,No,No,Male,Direct,4,Kolkata,34.0,7,Joined,AXON
7502,9717,3360519,Yes,19,30,E3,34.78,26.09,-6.45,No,No,Male,Direct,12,Chennai,34.0,1,Joined,ERS
7503,9718,3360522,No,3,30,E2,12.62,12.62,0.0,No,No,Male,Direct,6,Chennai,34.0,2,Joined,INFRA
7504,9722,3360662,Yes,61,60,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,7,Mumbai,34.0,2,Joined,INFRA
7505,9723,3360670,No,2,30,E1,66.67,86.67,12.0,No,No,Male,Employee Referral,6,Mumbai,34.0,2,Joined,INFRA
7506,9724,3360775,No,3,45,E1,128.57,128.57,0.0,No,No,Male,Employee Referral,2,Chennai,34.0,1,Joined,ERS
7507,9726,3360900,No,7,45,E1,52.17,41.3,-7.14,No,No,Male,Employee Referral,3,Chennai,34.0,4,Not Joined,BFSI
7508,9728,3373610,Yes,9,45,E1,70.45,70.45,0.0,Yes,No,Male,Agency,4,Bangalore,34.0,6,Joined,ETS
7509,9730,3373718,Yes,13,90,E1,77.78,55.56,-12.5,No,No,Male,Direct,4,Kolkata,34.0,7,Joined,AXON
7510,9731,3373750,No,12,30,E2,0.0,0.0,0.0,No,No,Male,Direct,8,Bangalore,34.0,6,Joined,ETS
7511,9732,3373804,No,2,45,E1,63.04,30.43,-20.0,No,No,Male,Direct,4,Kolkata,34.0,7,Joined,AXON
7512,9733,3373886,No,9,30,E2,42.11,42.11,0.0,No,No,Male,Employee Referral,7,Chennai,34.0,8,Joined,EAS
7513,9734,3373924,Yes,71,90,E1,62.68,38.76,-14.71,No,No,Male,Direct,3,Kolkata,34.0,7,Joined,AXON
7514,9735,3374050,No,2,90,E2,56.31,36.77,-12.5,No,No,Male,Employee Referral,6,Bangalore,34.0,1,Not Joined,ERS
7515,9736,3374230,Yes,5,30,E2,60.0,-20.0,-50.0,No,No,Male,Direct,3,Noida,34.0,2,Not Joined,INFRA
7516,9737,3374246,Yes,50,30,E1,66.67,50.0,-10.0,No,Yes,Male,Agency,3,Chennai,34.0,1,Joined,ERS
7517,9738,3374292,No,20,30,E2,11.11,11.11,0.0,No,No,Male,Direct,6,Noida,34.0,7,Not Joined,AXON
7518,9739,3374336,Yes,5,60,E1,80.0,140.0,33.33,No,No,Male,Employee Referral,2,Noida,34.0,5,Not Joined,CSMP
7519,9741,3374369,Yes,29,30,E1,30.43,19.57,-8.33,No,No,Male,Employee Referral,4,Noida,34.0,5,Not Joined,CSMP
7520,9742,3374372,No,27,30,E1,38.46,38.46,0.0,No,Yes,Male,Agency,4,Bangalore,34.0,7,Joined,AXON
7521,9743,3374436,Yes,32,30,E1,66.67,77.78,6.67,No,No,Male,Direct,3,Chennai,34.0,1,Joined,ERS
7522,9746,3374497,Yes,31,45,E1,47.54,21.31,-17.78,No,Yes,Male,Direct,4,Chennai,34.0,8,Joined,EAS
7523,9747,3374526,No,3,45,E1,25.0,8.33,-13.33,No,No,Male,Agency,7,Noida,34.0,1,Joined,ERS
7524,9748,3374531,No,27,90,E3,33.33,33.33,0.0,Yes,No,Male,Direct,11,Chennai,34.0,1,Joined,ERS
7525,9750,3374584,No,26,30,E1,21.21,21.21,0.0,No,No,Male,Agency,4,Noida,34.0,5,Not Joined,CSMP
7526,9751,3374644,Yes,42,30,E1,1.88,1.88,0.0,No,No,Male,Direct,4,Bangalore,34.0,4,Joined,BFSI
7527,9752,3374653,No,2,30,E1,85.21,63.84,-11.54,No,No,Female,Direct,4,Chennai,34.0,1,Joined,ERS
7528,9753,3374670,No,56,30,E1,54.03,54.03,0.0,Yes,No,Male,Agency,5,Chennai,34.0,1,Joined,ERS
7529,9755,3374718,Yes,14,45,E2,30.0,-2.5,-25.0,Yes,No,Male,Agency,7,Noida,34.0,1,Joined,ERS
7530,9757,3374738,Yes,5,30,E2,52.94,45.88,-4.62,Yes,No,Male,Direct,6,Bangalore,34.0,6,Joined,ETS
7531,9758,3374806,Yes,6,30,E1,42.86,27.14,-11.0,No,No,Male,Employee Referral,2,Noida,34.0,5,Joined,CSMP
7532,9759,3374831,Yes,12,60,E1,81.82,43.94,-20.83,No,No,Female,Agency,3,Noida,34.0,1,Not Joined,ERS
7533,9760,3374837,Yes,15,30,E1,78.57,57.14,-12.0,No,No,Male,Agency,3,Noida,34.0,5,Joined,CSMP
7534,9761,3374898,Yes,57,30,E2,7.14,13.73,6.14,Yes,No,Male,Direct,8,Mumbai,34.0,2,Not Joined,INFRA
7535,9762,3374917,Yes,7,0,E2,32.61,32.61,0.0,No,No,Male,Employee Referral,13,Mumbai,34.0,2,Joined,INFRA
7536,9763,3374942,Yes,69,30,E1,52.78,22.22,-20.0,No,No,Male,Employee Referral,2,Noida,34.0,5,Joined,CSMP
7537,9764,3374991,No,1,45,E3,42.86,42.86,0.0,No,No,Male,Employee Referral,5,Chennai,34.0,2,Joined,INFRA
7538,9765,3375017,Yes,71,60,E1,25.0,25.0,0.0,No,Yes,Male,Direct,4,Chennai,34.0,7,Joined,AXON
7539,9766,3375021,Yes,0,45,E1,3.33,3.33,0.0,No,No,Female,Direct,3,Noida,34.0,2,Joined,INFRA
7540,9767,3375054,No,29,60,E2,28.57,24.29,-3.33,No,No,Female,Employee Referral,5,Noida,34.0,2,Joined,INFRA
7541,9768,3376836,No,21,45,E2,42.36,42.36,0.0,Yes,Yes,Male,Agency,6,Bangalore,34.0,6,Joined,ETS
7542,9769,3376920,No,18,60,E2,66.67,50.0,-10.0,No,No,Female,Employee Referral,5,Bangalore,34.0,2,Joined,INFRA
7543,9770,3376922,No,8,60,E1,62.16,36.49,-15.83,No,No,Male,Agency,3,Chennai,34.0,4,Joined,BFSI
7544,9772,3377013,No,3,30,E1,51.22,51.22,0.0,No,No,Female,Agency,3,Noida,34.0,5,Joined,CSMP
7545,9773,3377156,Yes,63,60,E1,33.33,33.33,0.0,No,No,Female,Direct,3,Chennai,34.0,6,Not Joined,ETS
7546,9774,3377214,No,7,60,E1,72.08,20.46,-30.0,No,No,Male,Agency,4,Bangalore,34.0,1,Not Joined,ERS
7547,9775,3377247,Yes,3,30,E1,73.08,71.15,-1.11,No,No,Male,Direct,3,Chennai,34.0,5,Not Joined,CSMP
7548,9778,3377296,No,1,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,5,Noida,34.0,1,Joined,ERS
7549,9779,3377319,Yes,8,30,E2,4.35,8.7,4.17,Yes,No,Male,Direct,6,Chennai,34.0,1,Not Joined,ERS
7550,9781,3377366,Yes,6,45,E1,33.33,15.38,-13.46,No,Yes,Male,Direct,3,Chennai,34.0,1,Joined,ERS
7551,9782,3378335,Yes,9,60,E1,44.44,23.61,-14.42,No,No,Female,Employee Referral,2,Noida,34.0,5,Not Joined,CSMP
7552,9783,3378369,Yes,5,30,E1,114.72,206.75,42.86,No,Yes,Male,Agency,3,Chennai,34.0,1,Joined,ERS
7553,9785,3378376,No,2,30,E1,0.0,-6.35,-6.35,No,Yes,Male,Agency,4,Chennai,34.0,1,Joined,ERS
7554,9786,3378379,Yes,2,60,E1,25.0,-13.75,-31.0,No,No,Male,Agency,3,Noida,34.0,1,Not Joined,ERS
7555,9787,3379260,No,1,30,E1,20.0,10.0,-8.33,No,Yes,Male,Direct,3,Chennai,34.0,1,Joined,ERS
7556,9788,3379280,No,0,90,E1,60.92,56.32,-2.86,Yes,No,Male,Direct,3,Hyderabad,34.0,7,Joined,AXON
7557,9791,3379393,Yes,28,60,E1,48.88,61.29,8.33,Yes,No,Male,Direct,3,Noida,34.0,1,Joined,ERS
7558,9793,3379451,Yes,5,60,E1,43.98,43.98,0.0,No,Yes,Female,Direct,3,Chennai,34.0,4,Joined,BFSI
7559,9794,3379471,No,39,45,E2,50.0,30.0,-13.33,Yes,Yes,Male,Direct,5,Noida,34.0,6,Joined,ETS
7560,9795,3379487,Yes,60,90,E1,25.0,15.63,-7.5,Yes,No,Male,Direct,4,Noida,34.0,6,Joined,ETS
